companyid,companyname,ticker,price,p_l,p_vp,p_ebit,p_ativo,ev_ebit,margembruta,margemebit,margemliquida,p_sr,p_capitalgiro,p_ativocirculante,giroativos,roe,roa,roic,dividaliquidapatrimonioliquido,dividaliquidaebit,pl_ativo,passivo_ativo,liquidezcorrente,peg_ratio,receitas_cagr5,liquidezmediadiaria,vpa,lpa,valormercado,segmentid,sectorid,subsectorid,subsectorname,segmentname,sectorname,dy,lucros_cagr5
275,BICICLETAS MONARK S.A.,BMKS3,385.9,2.94,0.71,-8.12,0.65,0.37,29.43,-152.67,422.1,12.4,0.82,-3.42,0.05,24.32,22.18,-23.1,-0.75,8.49,0.91,0.09,58.78,0.01,-0.59,63901.9,540.16,131.35,175488025.0,38,2,15,Viagens e Lazer,Bicicletas,Consumo Cíclico,34.5,85.96
680,BEMOBI MOBILE TECH S.A.,BMOB3,22.85,13.32,1.72,13.84,1.13,10.61,25.01,8.65,8.98,1.2,2.85,-3.68,0.95,12.93,8.49,7.66,-0.4,-3.23,0.66,0.34,2.34,0.57,57.5,9681755.62,13.27,1.72,1956151757.2,82,8,41,Programas e Serviços,Programas e Serviços,Tecnologia da Informação,11.56,32.15
339,BCO NORDESTE DO BRASIL S.A.,BNBR3,109.9,3.84,0.7,2.2,0.15,2.2,45.77,50.32,28.85,1.11,17.04,-0.15,0.14,18.19,3.97,,,,0.22,0.78,,0.12,8.63,24907.1,157.26,28.6,10847102415.1,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,5.44,10.2
637,BOA VISTA SERVIÇOS S.A.,BOAS3,7.95,15.22,1.83,25.6,1.7,18.69,56.53,19.25,32.39,4.93,3.34,-3.8,0.34,12.04,11.16,0.99,-0.5,-6.92,0.93,0.07,12.37,1.98,8.81,,4.34,0.52,4212250617.75,62,4,28,Serviços Financeiros Diversos,Serviços Financeiros Diversos,Financeiro e Outros,,74.34
300,BOMBRIL S.A.,BOBR3,1.0,3.57,275.96,1.22,0.28,2.63,41.02,13.83,4.73,0.17,-15.43,-0.61,1.67,7721.5,7.91,41.92,277.35,1.23,0.0,1.0,0.97,-0.11,6.3,0.0,0.0,0.28,298607062.22,49,3,21,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,Consumo não Cíclico,,0.76
300,BOMBRIL S.A.,BOBR4,1.31,4.68,361.51,1.6,0.37,2.63,41.02,13.83,4.73,0.22,-20.21,-0.8,1.67,7721.5,7.91,41.92,277.35,1.23,0.0,1.0,0.97,-0.15,6.3,24671.52,0.0,0.28,298607062.22,49,3,21,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,Consumo não Cíclico,,0.76
332,BCO BTG PACTUAL S.A.,BPAC11,52.45,14.19,2.92,11.49,0.29,11.49,47.69,45.56,36.88,5.23,-0.4,-0.29,0.06,20.6,2.06,,,,0.1,0.89,0.01,0.47,25.49,444374809.38,17.94,3.7,201165330074.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,2.38,30.46
332,BCO BTG PACTUAL S.A.,BPAC3,32.38,26.28,5.41,21.27,0.54,11.49,47.69,45.56,36.88,9.69,-0.73,-0.54,0.06,20.6,2.06,,,,0.1,0.89,0.01,0.88,25.49,196085.86,5.98,1.23,201165330074.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,1.28,30.46
332,BCO BTG PACTUAL S.A.,BPAC5,11.01,8.94,1.84,7.23,0.18,11.49,47.69,45.56,36.88,3.3,-0.25,-0.19,0.06,20.6,2.06,,,,0.1,0.89,0.01,0.3,25.49,104150.62,5.98,1.23,201165330074.53,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,3.78,30.46
340,BCO PAN S.A.,BPAN4,11.2,36.64,1.87,498.55,0.21,498.55,34.9,0.19,2.58,0.95,-461.5,-0.21,0.22,5.1,0.56,,,,0.11,0.89,0.05,-0.96,10.77,15942802.52,5.99,0.31,14213585008.0,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,-9.0
334,BCO ESTADO DO PARA S.A.,BPAR3,117.42,4.43,0.5,2.76,0.06,2.76,49.16,11.13,6.92,0.31,4.29,-0.06,0.19,11.35,1.29,,,,0.11,0.89,,-0.14,14.76,0.0,233.36,26.49,1118032025.58,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,3.75,-4.89
341,BCO PATAGONIA S.A.,BPAT33,44.05,6.98,0.66,1.8,0.09,1.8,51.56,21.77,5.61,0.39,,-0.12,0.24,9.46,1.35,,,,0.14,0.86,,-0.11,14.99,,66.71,6.31,1533769021.0,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,-18.89
414,BRASIL PHARMA S.A.,BPHA3,0.62,0.06,-0.24,0.8,0.99,1.66,98.02,1029.99,13896.67,8.28,-0.38,-1.18,0.12,-402.5,1669.02,-36.75,,0.85,-4.15,5.15,0.06,0.0,-68.85,,-2.58,10.4,70110298.74,77,7,36,Comércio e Distribuição,Medicamentos e Outros Produtos,Saúde,,
381,BRADESPAR S.A.,BRAP3,18.3,6.37,0.79,6.86,0.78,6.88,,,,,16.24,-0.83,0.0,12.38,12.25,11.41,-0.06,-0.51,0.99,0.01,5.95,-0.17,,1534700.05,23.21,2.87,7752351662.28,67,5,32,Mineração,Minerais Metálicos,Materiais Básicos,16.28,
381,BRADESPAR S.A.,BRAP4,20.49,7.13,0.88,7.68,0.87,6.88,,,,,18.19,-0.93,0.0,12.38,12.25,11.41,-0.06,-0.51,0.99,0.01,5.95,-0.19,,119450461.0,23.21,2.87,7752351662.28,67,5,32,Mineração,Minerais Metálicos,Materiais Básicos,15.99,
650,Brava Energia Participações S.A.,BRAV3,15.98,7.64,0.6,2.85,0.18,6.86,30.2,23.64,8.81,0.67,2.11,-0.22,0.26,7.83,2.31,6.15,0.84,4.01,0.29,0.71,1.72,0.09,206.24,191505711.67,26.7,2.09,7423625142.64,76,6,35,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,Petróleo. Gás e Biocombustíveis,,
785,BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,BRBI11,18.84,11.46,2.44,511.14,0.12,212.55,100.0,1.21,54.18,6.21,2.97,-13.86,0.02,21.33,1.02,-0.32,-1.43,-298.59,0.05,0.95,1.04,-1.01,-5.26,4275052.43,7.71,1.64,1978119063.36,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,9.87,17.68
785,BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,BRBI3,0.0,0.0,0.0,0.0,0.0,212.55,100.0,1.21,54.18,0.0,0.0,0.0,0.02,21.33,1.02,-0.32,-1.43,-298.59,0.05,0.95,1.04,0.0,-5.26,,2.57,0.55,1978119063.36,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,17.68
785,BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.,BRBI4,0.0,0.0,0.0,0.0,0.0,212.55,100.0,1.21,54.18,0.0,0.0,0.0,0.02,21.33,1.02,-0.32,-1.43,-298.59,0.05,0.95,1.04,0.0,-5.26,,2.57,0.55,1978119063.36,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,17.68
291,BRF S.A.,BRFS3,17.95,8.49,2.03,4.11,0.44,5.32,25.68,10.73,5.19,0.44,3.6,-0.89,1.01,23.9,5.24,13.44,0.6,1.21,0.22,0.76,1.33,2.85,12.91,377952894.0,8.85,2.11,28579854639.05,45,3,17,Alimentos Processados,Carnes e Derivados,Consumo não Cíclico,11.62,62.44
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE11,13.18,33.11,0.52,-34.21,0.32,21.81,-4115.33,-798.17,824.67,273.04,0.85,-0.75,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.51,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE12,13.47,33.84,0.53,-34.96,0.33,21.81,-4115.33,-798.17,824.67,279.05,0.87,-0.77,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.52,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE3,13.5,33.91,0.53,-35.04,0.33,21.81,-4115.33,-798.17,824.67,279.67,0.87,-0.77,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.52,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE5,13.18,33.11,0.52,-34.21,0.32,21.81,-4115.33,-798.17,824.67,273.04,0.85,-0.75,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.51,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE6,12.92,32.46,0.51,-33.53,0.32,21.81,-4115.33,-798.17,824.67,267.65,0.83,-0.74,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.5,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE7,13.07,32.83,0.51,-33.92,0.32,21.81,-4115.33,-798.17,824.67,270.76,0.84,-0.74,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.5,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
359,CONSORCIO ALFA DE ADMINISTRACAO S.A.,BRGE8,13.17,33.08,0.52,-34.18,0.32,21.81,-4115.33,-798.17,824.67,272.83,0.85,-0.75,0.0,1.56,0.98,-2.91,-0.85,56.17,0.63,0.37,3.06,-0.51,-32.83,,25.56,0.4,974940393.52,59,4,26,Previdência e Seguros,Seguradoras,Financeiro e Outros,,-11.18
328,BCO ALFA DE INVESTIMENTO S.A.,BRIV3,12.86,388.74,0.67,-37.4,0.04,-37.03,12.7,-0.94,0.09,0.35,2.19,-0.04,0.12,0.17,0.01,,,,0.06,0.94,4.0,-3.98,29.48,,19.32,0.03,1128165604.64,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,-43.98
328,BCO ALFA DE INVESTIMENTO S.A.,BRIV4,12.54,379.07,0.65,-36.47,0.04,-37.03,12.7,-0.94,0.09,0.34,2.14,-0.04,0.12,0.17,0.01,,,,0.06,0.94,4.0,-3.89,29.48,,19.32,0.03,1128165604.64,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,,-43.98
386,BRASKEM S.A,BRKM3,8.06,-1.35,-1.82,-1.61,0.07,-10.94,4.41,-5.41,-6.44,0.09,1.64,-0.11,0.84,-134.56,-5.44,-21.87,,-9.35,-0.04,1.04,1.18,0.04,8.15,153432.24,-4.43,-5.96,6352931913.82,70,5,33,Químicos,Petroquímicos,Materiais Básicos,,
386,BRASKEM S.A,BRKM5,7.85,-1.32,-1.77,-1.57,0.07,-10.94,4.41,-5.41,-6.44,0.08,1.6,-0.1,0.84,-134.56,-5.44,-21.87,,-9.35,-0.04,1.04,1.18,0.03,8.15,34003642.86,-4.43,-5.96,6352931913.82,70,5,33,Químicos,Petroquímicos,Materiais Básicos,,
386,BRASKEM S.A,BRKM6,9.0,-1.51,-2.03,-1.8,0.08,-10.94,4.41,-5.41,-6.44,0.1,1.83,-0.12,0.84,-134.56,-5.44,-21.87,,-9.35,-0.04,1.04,1.18,0.04,8.15,2960.0,-4.43,-5.96,6352931913.82,70,5,33,Químicos,Petroquímicos,Materiais Básicos,,
303,BR MALLS PARTICIPACOES S.A.,BRML3,8.26,12.56,0.57,6.28,0.34,8.08,89.0,65.8,32.9,4.13,6.6,-0.37,0.08,4.53,2.71,6.98,0.16,1.8,0.6,0.4,2.42,-0.16,4.55,,14.53,0.66,6770891280.44,51,4,22,Exploração de Imóveis,Exploração de Imóveis,Financeiro e Outros,,-15.44
304,BR PROPERTIES S.A.,BRPR3,131.17,-0.56,0.05,-0.21,0.04,0.06,100.0,-336.36,-123.98,0.7,1.73,-0.05,0.06,-9.55,-6.86,-31.25,-0.07,0.27,0.72,0.28,1.12,0.01,-7.12,,2447.95,-233.75,60919545.44,51,4,22,Exploração de Imóveis,Exploração de Imóveis,Financeiro e Outros,,
556,BRQ SOLUCOES EM INFORMATICA S.A.,BRQB3,0.0,0.0,0.0,0.0,0.0,-1.27,36.45,14.51,11.33,0.0,0.0,0.0,1.39,25.74,15.73,14.0,-0.42,-1.27,0.61,0.38,2.91,0.0,6.83,,1.83,0.47,0.0,82,8,41,Programas e Serviços,Programas e Serviços,Tecnologia da Informação,,17.62
335,BCO ESTADO DO RIO GRANDE DO SUL S.A,BRSR3,16.66,5.36,0.61,4.24,0.04,4.06,29.79,7.77,6.14,0.33,13.68,-0.04,0.13,11.45,0.8,,,,0.07,0.93,1.31,0.09,15.28,163359.86,27.14,3.11,6528041296.42,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,9.62,0.02
335,BCO ESTADO DO RIO GRANDE DO SUL S.A,BRSR5,15.3,4.92,0.56,3.89,0.04,4.06,29.79,7.77,6.14,0.3,12.56,-0.04,0.13,11.45,0.8,,,,0.07,0.93,1.31,0.08,15.28,1510.67,27.14,3.11,6528041296.42,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,12.42,0.02
335,BCO ESTADO DO RIO GRANDE DO SUL S.A,BRSR6,15.26,4.91,0.56,3.88,0.04,4.06,29.79,7.77,6.14,0.3,12.53,-0.04,0.13,11.45,0.8,,,,0.07,0.93,1.31,0.08,15.28,25316056.67,27.14,3.11,6528041296.42,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,10.5,0.02
795,BRISANET PARTICIPAÇÕES S.A.,BRST3,3.37,12.73,0.95,7.2,0.36,12.23,42.4,14.96,8.46,1.08,3.64,-0.51,0.34,7.44,2.86,5.71,0.66,5.03,0.38,0.62,1.54,-1.07,41.71,737809.43,3.56,0.26,1476085399.69,83,9,42,Telecomunicações,Telecomunicações,Comunicações,1.16,35.66
285,BIOSEV S.A.,BSEV3,9.0,10.22,-10.84,3.17,0.78,5.46,26.77,17.92,5.55,0.57,-1.59,-1.13,1.37,-106.05,7.59,30.9,,2.3,-0.07,1.07,0.39,-0.06,10.88,,-0.83,0.88,9183864834.0,43,3,17,Alimentos Processados,Açucar e Alcool,Consumo não Cíclico,,
555,BRB BCO DE BRASILIA S.A.,BSLI3,6.6,3.97,0.81,2.65,0.04,2.72,35.96,11.12,7.43,0.29,-1.63,-0.04,0.15,20.28,1.08,,,,0.05,0.95,0.11,0.0,23.49,48840.0,8.2,1.66,3291825147.7,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,6.19,15.97
555,BRB BCO DE BRASILIA S.A.,BSLI4,7.1,4.27,0.87,2.85,0.05,2.72,35.96,11.12,7.43,0.32,-1.75,-0.05,0.15,20.28,1.08,,,,0.05,0.95,0.11,0.0,23.49,15223.05,8.2,1.66,3291825147.7,54,4,24,Intermediários Financeiros,Bancos,Financeiro e Outros,6.33,15.97
319,EMBPAR PARTICIPACOES S.A.,BTTL4,11091.73,28209.72,3945.65,-66624.66,2893.88,-23.85,80.4,-115.99,273.93,77275.86,24488.1,-3429.09,0.04,13.99,10.26,-21.31,-0.08,1.38,0.73,0.27,4.12,-205.61,-44.69,,2.81,0.39,62414385.6,53,4,23,Holdings Diversificadas,Holdings Diversificadas,Financeiro e Outros,,-9.58
227,CONSTRUTORA ADOLPHO LINDENBERG S.A.,CALI3,18.0,5.94,0.7,4.71,0.18,7.65,28.56,14.1,11.18,0.66,0.31,-0.63,0.28,11.84,3.08,5.58,0.44,2.94,0.26,0.61,5.79,0.0,79.12,18000.0,25.57,3.03,125798400.0,23,2,9,Construção Civil,Incorporações,Consumo Cíclico,1.5,
227,CONSTRUTORA ADOLPHO LINDENBERG S.A.,CALI4,50.0,16.51,1.96,13.09,0.51,7.65,28.56,14.1,11.18,1.85,0.87,-1.76,0.28,11.84,3.08,5.58,0.44,2.94,0.26,0.61,5.79,0.0,79.12,,25.57,3.03,125798400.0,23,2,9,Construção Civil,Incorporações,Consumo Cíclico,,
490,CAMBUCI S.A.,CAMB3,9.71,6.22,1.32,5.79,1.04,4.92,48.58,18.02,16.77,1.04,2.99,-2.14,0.99,21.24,16.65,17.34,-0.2,-0.87,0.78,0.22,3.04,-0.54,14.78,218390.9,7.35,1.56,410491026.8,32,2,13,Tecidos. Vestuário e Calçados,Calçados,Consumo Cíclico,10.89,26.72
490,CAMBUCI S.A.,CAMB4,6.25,4.0,0.85,3.72,0.67,4.92,48.58,18.02,16.77,0.67,1.92,-1.38,0.99,21.24,16.65,17.34,-0.2,-0.87,0.78,0.22,3.04,-0.35,14.78,,7.35,1.56,410491026.8,32,2,13,Tecidos. Vestuário e Calçados,Calçados,Consumo Cíclico,,26.72
287,CAMIL ALIMENTOS S.A.,CAML3,5.47,8.2,0.55,3.44,0.17,8.8,15.28,4.68,1.97,0.16,0.79,-0.39,1.07,6.75,2.1,3.74,0.86,5.36,0.31,0.69,1.64,-0.14,17.84,4911351.76,9.88,0.67,1914500000.0,44,3,17,Alimentos Processados,Alimentos Diversos,Consumo não Cíclico,5.04,-0.53
647,MÉLIUZ S.A.,CASH3,4.03,8.36,0.84,5.93,0.68,5.06,18.02,18.02,12.8,1.07,6.57,-0.91,0.64,10.03,8.18,3.74,-0.12,-0.87,0.82,0.18,1.73,-0.03,34.97,5706716.9,4.81,0.48,456286892.62,82,8,41,Programas e Serviços,Programas e Serviços,Tecnologia da Informação,,29.42
440,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,CASN3,8.77,27.16,4.07,15.81,1.76,16.62,52.92,30.82,17.94,4.87,80.32,-2.15,0.36,14.98,6.46,10.54,0.84,3.26,0.43,0.57,1.13,0.25,11.65,0.0,2.16,0.32,8853637450.79,84,10,43,Água e Saneamento,Água e Saneamento,Utilidade Pública,0.54,26.37
440,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,CASN4,6.07,18.8,2.82,10.95,1.22,16.62,52.92,30.82,17.94,3.37,55.59,-1.49,0.36,14.98,6.46,10.54,0.84,3.26,0.43,0.57,1.13,0.17,11.65,0.0,2.16,0.32,8853637450.79,84,10,43,Água e Saneamento,Água e Saneamento,Utilidade Pública,0.87,26.37
557,CIA INDUSTRIAL CATAGUASES,CATA3,103.61,0.82,0.07,0.64,0.03,4.08,26.05,7.43,5.8,0.05,0.13,-0.09,0.73,8.89,4.22,2.32,0.39,3.45,0.47,0.53,1.78,-0.05,12.29,,1418.62,126.09,14940354.78,33,2,13,Tecidos. Vestuário e Calçados,Fios e Tecidos,Consumo Cíclico,,20.24
557,CIA INDUSTRIAL CATAGUASES,CATA4,0.0,0.0,0.0,0.0,0.0,4.08,26.05,7.43,5.8,0.0,0.0,0.0,0.73,8.89,4.22,2.32,0.39,3.45,0.47,0.53,1.78,0.0,12.29,,1418.62,126.09,14940354.78,33,2,13,Tecidos. Vestuário e Calçados,Fios e Tecidos,Consumo Cíclico,,20.24
787,Companhia Brasileira de Alumínio,CBAV3,7.19,19.99,1.04,5.66,0.34,9.48,9.04,9.32,2.64,0.53,2.02,-0.5,0.64,5.18,1.69,6.92,0.7,3.83,0.33,0.66,2.01,-0.15,9.2,29310392.81,6.95,0.36,4681212691.43,67,5,32,Mineração,Minerais Metálicos,Materiais Básicos,,
447,AMPLA ENERGIA E SERVICOS S.A.,CBEE3,9.5,6.22,0.43,4.79,0.18,11.57,13.85,8.03,6.19,0.38,-0.94,-0.22,0.47,6.99,2.88,0.25,0.61,6.78,0.41,0.59,0.51,-0.01,8.16,24500.67,21.86,1.53,3610375706.0,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,15.76
350,CCX CARVÃO DA COLÔMBIA S.A.,CCXC3,1.16,-0.25,-0.03,-3.26,2.34,-3.21,,,,,-0.03,,0.0,-10.66,-946.44,0.81,,0.05,-88.75,89.75,0.01,0.0,,,-43.93,-4.68,1973425.64,57,4,25,Outros,Outros,Financeiro e Outros,,
522,CEA MODAS S.A.,CEAB3,12.69,7.4,1.11,3.88,0.44,3.95,55.15,12.5,6.56,0.49,2.76,-0.84,0.9,14.95,5.93,16.61,0.02,0.07,0.4,0.6,1.5,0.17,7.64,197350840.76,11.47,1.72,3911629912.92,22,2,8,Comércio,Tecidos. Vestuário e Calçados,Consumo Cíclico,9.42,252.47
454,CIA ENERGETICA DE BRASILIA,CEBR3,26.82,10.04,1.94,8.09,1.35,6.46,45.61,49.84,40.15,4.03,2.98,-2.85,0.33,19.36,13.44,14.02,-0.49,-2.03,0.69,0.13,7.12,0.85,-33.77,131049.95,13.8,2.67,2030510117.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,22.92,10.1
454,CIA ENERGETICA DE BRASILIA,CEBR5,25.89,9.69,1.88,7.81,1.3,6.46,45.61,49.84,40.15,3.89,2.88,-2.75,0.33,19.36,13.44,14.02,-0.49,-2.03,0.69,0.13,7.12,0.82,-33.77,118376.57,13.8,2.67,2030510117.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,17.31,10.1
454,CIA ENERGETICA DE BRASILIA,CEBR6,29.51,11.04,2.14,8.9,1.48,6.46,45.61,49.84,40.15,4.43,3.28,-3.13,0.33,19.36,13.44,14.02,-0.49,-2.03,0.69,0.13,7.12,0.93,-33.77,297887.52,13.8,2.67,2030510117.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,22.91,10.1
261,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDO3,14.0,3.43,0.48,1.41,0.15,5.09,27.41,10.49,4.31,0.15,4.0,-0.25,0.99,14.05,4.27,8.45,1.32,3.85,0.3,0.7,1.1,-0.1,8.89,9295.0,29.08,4.09,124073355.84,33,2,13,Tecidos. Vestuário e Calçados,Fios e Tecidos,Consumo Cíclico,,
261,CIA FIACAO TECIDOS CEDRO CACHOEIRA,CEDO4,10.29,2.52,0.35,1.03,0.11,5.09,27.41,10.49,4.31,0.11,2.94,-0.18,0.99,14.05,4.27,8.45,1.32,3.85,0.3,0.7,1.1,-0.07,8.89,8886.91,29.08,4.09,124073355.84,33,2,13,Tecidos. Vestuário e Calçados,Fios e Tecidos,Consumo Cíclico,,
453,CIA ELETRICIDADE EST. DA BAHIA - COELBA,CEEB3,43.0,5.41,1.32,2.6,0.34,6.71,29.88,23.58,11.36,0.61,-38.2,-0.41,0.55,24.33,6.25,16.82,1.84,3.65,0.26,0.74,0.95,0.28,10.09,52215.75,32.69,7.96,13216672832.04,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,11.27,15.61
453,CIA ELETRICIDADE EST. DA BAHIA - COELBA,CEEB5,39.0,4.9,1.19,2.36,0.31,6.71,29.88,23.58,11.36,0.56,-34.65,-0.37,0.55,24.33,6.25,16.82,1.84,3.65,0.26,0.74,0.95,0.25,10.09,23739.33,32.69,7.96,13216672832.04,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,12.42,15.61
453,CIA ELETRICIDADE EST. DA BAHIA - COELBA,CEEB6,60.68,7.63,1.86,3.67,0.48,6.71,29.88,23.58,11.36,0.87,-53.91,-0.58,0.55,24.33,6.25,16.82,1.84,3.65,0.26,0.74,0.95,0.4,10.09,,32.69,7.96,13216672832.04,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,8.78,15.61
460,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,CEED3,8.95,-0.98,-0.15,1.47,0.07,15.74,17.46,6.84,-10.25,0.1,1.22,-0.1,0.68,-15.49,-6.99,13.37,,14.27,-0.45,1.45,1.22,-0.07,9.53,895.0,-59.06,-9.15,612693978.2,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,
460,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,CEED4,20.0,-2.19,-0.34,3.28,0.15,15.74,17.46,6.84,-10.25,0.22,2.72,-0.22,0.68,-15.49,-6.99,13.37,,14.27,-0.45,1.45,1.22,-0.15,9.53,0.0,-59.06,-9.15,612693978.2,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,
481,CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG,CEGR3,96.49,43.43,12.53,25.24,5.37,25.89,31.38,20.13,11.7,5.08,-74.2,-7.0,1.06,28.85,12.36,25.85,0.32,0.65,0.43,0.57,0.76,3.3,2.19,0.0,7.7,2.22,25052444760.68,86,10,45,Gás,Gás,Utilidade Pública,,9.12
456,CIA ENERGETICA DE PERNAMBUCO - CELPE,CEPE3,125.26,15.52,4.39,7.21,0.63,12.86,22.37,15.27,7.09,1.1,18.96,-0.82,0.58,28.29,4.08,8.14,3.77,6.18,0.14,0.86,1.17,0.01,6.27,,28.52,8.07,8662392210.18,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,27.12
456,CIA ENERGETICA DE PERNAMBUCO - CELPE,CEPE5,40.12,4.97,1.41,2.31,0.2,12.86,22.37,15.27,7.09,0.35,6.07,-0.26,0.58,28.29,4.08,8.14,3.77,6.18,0.14,0.86,1.17,0.0,6.27,,28.52,8.07,8662392210.18,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,27.12
456,CIA ENERGETICA DE PERNAMBUCO - CELPE,CEPE6,43.0,5.33,1.51,2.47,0.22,12.86,22.37,15.27,7.09,0.38,6.51,-0.28,0.58,28.29,4.08,8.14,3.77,6.18,0.14,0.86,1.17,0.0,6.27,,28.52,8.07,8662392210.18,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,27.12
451,CESP - CIA ENERGETICA DE SAO PAULO,CESP3,25.55,8.74,1.81,4.4,0.64,7.24,29.87,114.64,57.81,5.05,12.17,-0.7,0.13,20.71,7.31,12.31,1.18,2.87,0.35,0.65,2.37,0.02,-1.33,,14.12,2.92,8302192833.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,-3.81
451,CESP - CIA ENERGETICA DE SAO PAULO,CESP5,25.0,8.55,1.77,4.31,0.63,7.24,29.87,114.64,57.81,4.94,11.91,-0.69,0.13,20.71,7.31,12.31,1.18,2.87,0.35,0.65,2.37,0.02,-1.33,,14.12,2.92,8302192833.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,-3.81
451,CESP - CIA ENERGETICA DE SAO PAULO,CESP6,25.25,8.63,1.79,4.35,0.63,7.24,29.87,114.64,57.81,4.99,12.03,-0.69,0.13,20.71,7.31,12.31,1.18,2.87,0.35,0.65,2.37,0.02,-1.33,,14.12,2.92,8302192833.55,85,10,44,Energia Elétrica,Energia Elétrica,Utilidade Pública,,-3.81
482,CIA GAS DE SAO PAULO - COMGAS,CGAS3,120.2,9.85,7.86,5.37,1.07,7.76,26.94,22.97,12.52,1.23,12.28,-1.5,0.87,79.8,10.87,22.09,3.49,2.38,0.14,0.86,1.43,-0.23,10.17,17474.11,15.29,12.2,15928974557.4,86,10,45,Gás,Gás,Utilidade Pública,7.98,3.41
482,CIA GAS DE SAO PAULO - COMGAS,CGAS5,131.5,10.78,8.6,5.88,1.17,7.76,26.94,22.97,12.52,1.35,13.43,-1.65,0.87,79.8,10.87,22.09,3.49,2.38,0.14,0.86,1.43,-0.25,10.17,125149.58,15.29,12.2,15928974557.4,86,10,45,Gás,Gás,Utilidade Pública,7.38,3.41
